player,fotmobRating,matchNum,positions,shots,shotsOnTarget,goals,passCompletion,keyPasses,assists,successfulDribbles,tackles,interceptions,penaltiesWon,ownGoal,foulCommitted,penaltyConceded,poorShots,dispossessed,dispossessedOwnHalf,miscontrol,miscontrolOwnHalf,errors,yellowCard,redCard,match_id,match_date,home_team,away_team,competition_stage
Arkadiusz Milik,6.1,7539,"['Center Attacking Midfield', 'Center Midfield']",1,0,0,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7539,6/19/2018,Poland,Senegal,Group Stage
Sadio Mané,6.7,7539,['Left Wing'],1,0,0,84,2,0,2,0,0,0,0,2,0,0,1,0,2,1,0,0,0,7539,6/19/2018,Poland,Senegal,Group Stage
Alfred John Momar N'Diaye,7.6,7539,['Left Center Midfield'],0,0,0,75,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7539,6/19/2018,Poland,Senegal,Group Stage
Ismaïla Sarr,6.9,7539,['Right Wing'],0,0,0,75,0,0,1,1,0,0,0,2,0,0,1,0,2,0,0,0,0,7539,6/19/2018,Poland,Senegal,Group Stage
Moussa Wagué,6.7,7539,['Right Back'],0,0,0,72,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7539,6/19/2018,Poland,Senegal,Group Stage
Salif Sané,7,7539,['Right Center Back'],2,0,0,78,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,7539,6/19/2018,Poland,Senegal,Group Stage
Idrissa Gana Gueye,7.1,7539,['Right Center Midfield'],2,0,0,88,0,0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,7539,6/19/2018,Poland,Senegal,Group Stage
Youssouf Sabaly,7.7,7539,['Left Back'],0,0,0,80,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7539,6/19/2018,Poland,Senegal,Group Stage
Łukasz Piszczek,6.5,7539,"['Right Back', 'Right Wing Back']",1,0,0,67,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,7539,6/19/2018,Poland,Senegal,Group Stage
Wílmar Enrique Barrios Terán,6.4,7541,"['Left Center Midfield', 'Right Center Midfield']",0,0,0,81,0,0,0,5,0,0,0,2,0,0,3,2,0,0,0,1,0,7541,6/19/2018,Colombia,Japan,Group Stage
Genki Haraguchi,7.9,7541,['Right Wing'],0,0,0,87,0,0,1,3,0,0,0,1,0,0,3,2,1,0,0,0,0,7541,6/19/2018,Colombia,Japan,Group Stage
Takashi Inui,6.7,7541,['Left Wing'],3,1,0,82,0,0,2,0,0,0,0,2,0,1,6,0,1,0,0,0,0,7541,6/19/2018,Colombia,Japan,Group Stage
Yuri Zhirkov,7.3,7540,['Left Back'],0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7540,6/19/2018,Russia,Egypt,Group Stage
Jakub Błaszczykowski,6.3,7539,['Right Wing'],0,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7539,6/19/2018,Poland,Senegal,Group Stage
Abdalla Mahmoud El Said Bekhit,7.3,7540,"['Center Attacking Midfield', 'Left Center Midfield']",1,0,0,87,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7540,6/19/2018,Russia,Egypt,Group Stage
M'Baye Babacar Niang,7.8,7539,['Left Center Forward'],1,1,1,67,1,0,1,0,0,0,0,2,0,0,0,0,2,1,0,0,0,7539,6/19/2018,Poland,Senegal,Group Stage
Maciej Rybus,6.6,7539,"['Left Back', 'Left Wing Back']",0,0,0,92,2,0,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0,7539,6/19/2018,Poland,Senegal,Group Stage
Grzegorz Krychowiak,7.1,7539,"['Right Center Midfield', 'Right Defensive Midfield']",1,1,1,84,1,0,0,1,0,0,0,2,0,0,2,0,2,1,1,1,0,7539,6/19/2018,Poland,Senegal,Group Stage
Michał Pazdan,6.8,7539,['Left Center Back'],0,0,0,86,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,7539,6/19/2018,Poland,Senegal,Group Stage
Thiago Rangel Cionek,5.9,7539,['Right Center Back'],0,0,0,89,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,7539,6/19/2018,Poland,Senegal,Group Stage
Piotr Zieliński,6.5,7539,"['Left Center Midfield', 'Left Defensive Midfield']",1,0,0,79,0,0,2,1,0,0,0,1,0,1,0,0,2,0,0,0,0,7539,6/19/2018,Poland,Senegal,Group Stage
Kalidou Koulibaly,7.5,7539,['Left Center Back'],0,0,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7539,6/19/2018,Poland,Senegal,Group Stage
Kléper Laveran Lima Ferreira,7.2,7542,['Right Center Back'],0,0,0,68,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7542,6/20/2018,Portugal,Morocco,Group Stage
José Miguel da Rocha Fonte,7.7,7542,['Left Center Back'],1,0,0,67,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7542,6/20/2018,Portugal,Morocco,Group Stage
Ali Albulayhi,6.4,7544,['Left Center Back'],0,0,0,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7544,6/20/2018,Uruguay,Saudi Arabia,Group Stage
Carlos Andrés Sánchez Arcosa,7.9,7544,['Right Wing'],1,0,0,59,2,1,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,7544,6/20/2018,Uruguay,Saudi Arabia,Group Stage
Hattan Babhir,6.2,7544,['Right Wing'],2,1,0,87,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7544,6/20/2018,Uruguay,Saudi Arabia,Group Stage
Salem Mohammed Al Dawsari,7.3,7544,['Left Wing'],1,0,0,88,2,0,7,1,0,0,0,4,0,1,2,1,2,0,0,0,0,7544,6/20/2018,Uruguay,Saudi Arabia,Group Stage
Osama Abdulrezag Hawsawi,6.5,7544,['Right Center Back'],0,0,0,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7544,6/20/2018,Uruguay,Saudi Arabia,Group Stage
Mohammed Al Burayk,7.1,7544,['Right Back'],1,0,0,81,0,0,1,2,0,0,0,0,0,0,0,0,3,1,0,0,0,7544,6/20/2018,Uruguay,Saudi Arabia,Group Stage
Taisir Jabir Al Jassim,5.8,7544,['Right Center Midfield'],0,0,0,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7544,6/20/2018,Uruguay,Saudi Arabia,Group Stage
Hussain Al Mogahwi,6.6,7544,['Right Center Midfield'],0,0,0,91,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,7544,6/20/2018,Uruguay,Saudi Arabia,Group Stage
Edinson Roberto Cavani Gómez,7.5,7544,"['Right Center Forward', 'Secondary Striker']",4,1,0,73,1,0,4,0,0,0,0,1,0,2,1,1,5,2,0,0,0,7544,6/20/2018,Uruguay,Saudi Arabia,Group Stage
Khalid Boutaïb,6.3,7542,['Center Forward'],2,0,0,73,1,0,2,0,0,0,0,2,0,2,2,0,1,0,0,0,0,7542,6/20/2018,Portugal,Morocco,Group Stage
Younès Belhanda,7.1,7542,['Center Attacking Midfield'],3,2,0,67,0,0,4,1,0,0,0,2,0,1,0,0,1,1,0,0,0,7542,6/20/2018,Portugal,Morocco,Group Stage
Medhi Amine El Mouttaqi Benatia,7,7542,['Right Center Back'],4,1,0,75,0,0,1,0,0,0,0,4,0,3,0,0,0,0,0,1,0,7542,6/20/2018,Portugal,Morocco,Group Stage
William Silva de Carvalho,6.9,7542,['Left Center Midfield'],0,0,0,79,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,7542,6/20/2018,Portugal,Morocco,Group Stage
Cédric Ricardo Alves Soares,7.6,7542,['Right Back'],0,0,0,69,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,0,0,7542,6/20/2018,Portugal,Morocco,Group Stage
Bernardo Mota Veiga de Carvalho e Silva,6.2,7542,['Right Midfield'],0,0,0,56,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,7542,6/20/2018,Portugal,Morocco,Group Stage
Karim El Ahmadi Al Aroos,6.9,7542,['Right Defensive Midfield'],1,0,0,79,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,7542,6/20/2018,Portugal,Morocco,Group Stage
Mbark Boussoufa,7.1,7542,"['Left Defensive Midfield', 'Left Center Midfield']",1,0,0,78,2,0,0,5,0,0,0,3,0,1,1,1,1,0,0,0,0,7542,6/20/2018,Portugal,Morocco,Group Stage
Salman Mohammed Al Faraj,6.7,7544,['Center Attacking Midfield'],0,0,0,86,3,0,2,1,0,0,0,1,0,0,1,0,2,2,0,0,0,7544,6/20/2018,Uruguay,Saudi Arabia,Group Stage
Cristiano Ronaldo dos Santos Aveiro,7.8,7542,['Left Center Forward'],6,1,1,73,1,0,0,0,0,0,0,0,0,2,2,0,6,0,0,0,0,7542,6/20/2018,Portugal,Morocco,Group Stage
Manuel Marouan da Costa Trinidade,7.1,7542,['Left Center Back'],1,0,0,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7542,6/20/2018,Portugal,Morocco,Group Stage
Achraf Hakimi Mouh,7.6,7542,['Left Back'],0,0,0,76,2,0,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,7542,6/20/2018,Portugal,Morocco,Group Stage
Hakim Ziyech,6.5,7542,"['Left Wing', 'Right Wing']",4,1,0,66,4,0,3,0,0,0,0,2,0,1,2,2,1,0,0,0,0,7542,6/20/2018,Portugal,Morocco,Group Stage
Raphaël Adelino José Guerreiro,7.9,7542,['Left Back'],1,0,0,72,2,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,7542,6/20/2018,Portugal,Morocco,Group Stage
Nordin Amrabat,6.3,7542,"['Right Wing', 'Left Wing']",0,0,0,75,1,0,3,0,0,0,0,1,0,0,6,0,3,0,0,0,0,7542,6/20/2018,Portugal,Morocco,Group Stage
Nabil Dirar,7.2,7542,['Right Back'],1,0,0,86,1,0,1,3,0,0,0,3,0,1,0,0,0,0,0,0,0,7542,6/20/2018,Portugal,Morocco,Group Stage
João Mário Naval da Costa Eduardo,6.4,7542,['Left Midfield'],0,0,0,74,1,0,0,0,0,0,0,3,0,0,3,2,1,1,0,0,0,7542,6/20/2018,Portugal,Morocco,Group Stage
Luis Alberto Suárez Díaz,8.1,7544,"['Left Center Forward', 'Right Wing']",6,2,1,77,2,0,1,0,0,0,0,3,0,2,0,0,3,0,0,0,0,7544,6/20/2018,Uruguay,Saudi Arabia,Group Stage
Guillermo Varela Olivera,7.2,7544,['Right Back'],0,0,0,91,2,0,0,1,0,0,0,1,0,0,1,0,2,1,0,0,0,7544,6/20/2018,Uruguay,Saudi Arabia,Group Stage
Gonçalo Manuel Ganchinho Guedes,7.1,7542,['Right Center Forward'],2,1,0,72,1,0,0,1,0,0,0,0,0,1,2,0,2,1,0,0,0,7542,6/20/2018,Portugal,Morocco,Group Stage
Ramin Rezaeian,8,7543,['Right Back'],0,0,0,56,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7543,6/20/2018,Iran,Spain,Group Stage
Morteza Pouraliganji,6.3,7543,['Right Center Back'],0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7543,6/20/2018,Iran,Spain,Group Stage
Omid Ebrahimi,6.7,7543,['Right Center Midfield'],0,0,0,79,1,0,1,0,0,0,0,4,0,0,0,0,1,1,1,1,0,7543,6/20/2018,Iran,Spain,Group Stage
Vahid Amiri,6.9,7543,['Left Center Midfield'],1,0,0,69,1,0,4,1,0,0,0,1,0,1,0,0,1,0,0,1,0,7543,6/20/2018,Iran,Spain,Group Stage
Lucas Vázquez Iglesias,6.6,7543,['Right Midfield'],0,0,0,63,0,0,2,1,0,0,0,3,0,0,0,0,3,0,0,0,0,7543,6/20/2018,Iran,Spain,Group Stage
Francisco Román Alarcón Suárez,7.7,7543,['Left Midfield'],4,0,0,88,2,0,6,1,0,0,0,0,0,2,0,0,4,1,0,0,0,7543,6/20/2018,Iran,Spain,Group Stage
Seyed Majid Hosseini,6.3,7543,['Left Center Back'],0,0,0,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7543,6/20/2018,Iran,Spain,Group Stage
Daniel Carvajal Ramos,7.8,7543,['Right Back'],1,0,0,93,3,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,7543,6/20/2018,Iran,Spain,Group Stage
Jordi Alba Ramos,7.2,7543,['Left Back'],0,0,0,87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7543,6/20/2018,Iran,Spain,Group Stage
Sergio Ramos García,8,7543,['Left Center Back'],2,0,0,94,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7543,6/20/2018,Iran,Spain,Group Stage
David Josué Jiménez Silva,7.1,7543,['Right Center Midfield'],5,1,0,88,2,0,1,0,0,0,0,1,0,1,0,0,2,1,0,0,0,7543,6/20/2018,Iran,Spain,Group Stage
Sergio Busquets i Burgos,8.4,7543,['Center Defensive Midfield'],1,1,0,94,2,0,3,1,0,0,0,2,0,0,0,0,1,1,0,0,0,7543,6/20/2018,Iran,Spain,Group Stage
Andrés Iniesta Luján,7,7543,['Left Center Midfield'],0,0,0,84,0,0,2,0,0,0,0,3,0,0,1,1,1,1,0,0,0,7543,6/20/2018,Iran,Spain,Group Stage
Diego da Silva Costa,7.3,7543,['Center Forward'],3,1,1,79,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,7543,6/20/2018,Iran,Spain,Group Stage
Gerard Piqué Bernabéu,8.2,7543,['Right Center Back'],2,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7543,6/20/2018,Iran,Spain,Group Stage
Saeid Ezatolahi Afagh,7.2,7543,['Center Defensive Midfield'],0,0,0,74,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7543,6/20/2018,Iran,Spain,Group Stage
Sardar Azmoun,5.6,7543,['Center Forward'],1,0,0,43,0,0,0,0,0,0,0,4,0,1,2,0,4,3,0,0,0,7543,6/20/2018,Iran,Spain,Group Stage
Mehdi Taremi,7.6,7543,['Right Wing'],2,0,0,45,0,0,2,2,0,0,0,1,0,2,0,0,1,0,0,0,0,7543,6/20/2018,Iran,Spain,Group Stage
Diego Roberto Godín Leal,7.1,7544,['Left Center Back'],0,0,0,91,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,7544,6/20/2018,Uruguay,Saudi Arabia,Group Stage
José Martín Cáceres Silva,7.9,7544,['Left Back'],2,0,0,83,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,7544,6/20/2018,Uruguay,Saudi Arabia,Group Stage
Matías Vecino Falero,6.7,7544,['Right Center Midfield'],0,0,0,84,0,0,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,7544,6/20/2018,Uruguay,Saudi Arabia,Group Stage
Rodrigo Bentancur Colmán,7.4,7544,['Left Center Midfield'],0,0,0,87,0,0,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,7544,6/20/2018,Uruguay,Saudi Arabia,Group Stage
José María Giménez de Vargas,7.3,7544,['Right Center Back'],0,0,0,97,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7544,6/20/2018,Uruguay,Saudi Arabia,Group Stage
Yasir Gharsan Al Shahrani,6.4,7544,['Left Back'],2,0,0,88,1,0,0,0,0,0,0,2,0,0,1,1,2,1,0,0,0,7544,6/20/2018,Uruguay,Saudi Arabia,Group Stage
Cristian Gabriel Rodríguez Barrotti,6.4,7544,['Left Wing'],0,0,0,52,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,7544,6/20/2018,Uruguay,Saudi Arabia,Group Stage
Abdullah Ibrahim Otayf,7.9,7544,['Left Center Midfield'],0,0,0,90,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,7544,6/20/2018,Uruguay,Saudi Arabia,Group Stage
Ehsan Hajsafi,7.1,7543,['Left Back'],0,0,0,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7543,6/20/2018,Iran,Spain,Group Stage
Karim Ansarifard,6,7543,['Left Wing'],2,0,0,56,0,0,0,2,0,0,0,1,0,2,0,0,1,0,0,0,0,7543,6/20/2018,Iran,Spain,Group Stage
Fahad Mosaed Al Muwallad Al Harbi,5.4,7544,['Center Forward'],1,0,0,83,0,0,1,0,0,0,0,1,0,1,2,0,2,0,0,0,0,7544,6/20/2018,Uruguay,Saudi Arabia,Group Stage
João Filipe Iria Santos Moutinho,8.2,7542,['Right Center Midfield'],0,0,0,82,1,1,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,7542,6/20/2018,Portugal,Morocco,Group Stage
Simon Thorup Kjær,7.5,7547,['Right Center Back'],0,0,0,87,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7547,6/21/2018,Denmark,Australia,Group Stage
Antoine Griezmann,7.1,7546,['Center Attacking Midfield'],2,1,0,69,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,7546,6/21/2018,France,Peru,Group Stage
Raphaël Varane,7,7546,['Right Center Back'],1,0,0,79,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,7546,6/21/2018,France,Peru,Group Stage
Olivier Giroud,7.4,7546,['Center Forward'],2,0,0,56,2,0,2,1,0,0,0,1,0,0,3,0,1,0,0,0,0,7546,6/21/2018,France,Peru,Group Stage
Víctor Yoshimar Yotún Flores,6,7546,['Left Defensive Midfield'],1,0,0,80,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,7546,6/21/2018,France,Peru,Group Stage
Lasse Schöne,6.9,7547,['Right Defensive Midfield'],0,0,0,93,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,7547,6/21/2018,Denmark,Australia,Group Stage
Luka Modrić,8.6,7545,['Right Center Midfield'],2,1,1,80,2,0,2,0,0,0,0,3,0,1,2,0,1,0,0,0,0,7545,6/21/2018,Argentina,Croatia,Group Stage
Christian Guillermo Martín Ramos Garagay,6.8,7546,['Right Center Back'],0,0,0,85,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7546,6/21/2018,France,Peru,Group Stage
Aaron Mooy,7.3,7547,['Right Center Midfield'],2,0,0,84,3,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,7547,6/21/2018,Denmark,Australia,Group Stage
Christian Dannemann Eriksen,8,7547,['Center Attacking Midfield'],2,1,1,80,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,7547,6/21/2018,Denmark,Australia,Group Stage
André Martín Carrillo Díaz,6.5,7546,"['Right Midfield', 'Right Wing']",1,0,0,73,2,0,7,0,0,0,0,2,0,1,5,0,2,0,0,0,0,7546,6/21/2018,France,Peru,Group Stage
Édison Michael Flores Peralta,6.3,7546,"['Left Midfield', 'Left Defensive Midfield']",2,0,0,79,2,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,7546,6/21/2018,France,Peru,Group Stage
Lucas Hernández Pi,7.4,7546,['Left Back'],2,1,0,82,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,7546,6/21/2018,France,Peru,Group Stage
Blaise Matuidi,6.7,7546,['Left Wing'],1,0,0,67,1,0,0,2,0,0,0,4,0,1,2,2,2,1,0,1,0,7546,6/21/2018,France,Peru,Group Stage
Jefferson Agustín Farfán Guadalupe,6.4,7546,['Center Attacking Midfield'],1,0,0,87,2,0,2,1,0,0,0,3,0,1,1,1,0,0,0,0,0,7546,6/21/2018,France,Peru,Group Stage
Anderson Santamaría Bardales,6.5,7546,['Left Center Back'],0,0,0,94,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7546,6/21/2018,France,Peru,Group Stage
Mario Mandžukić,6.5,7545,['Center Forward'],3,0,0,68,0,0,3,2,0,0,0,4,0,2,3,0,1,0,0,1,0,7545,6/21/2018,Argentina,Croatia,Group Stage
Marcelo Brozović,8.2,7545,"['Center Defensive Midfield', 'Left Defensive Midfield']",1,0,0,81,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,7545,6/21/2018,Argentina,Croatia,Group Stage
Ivan Strinić,6.8,7545,['Left Back'],0,0,0,64,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7545,6/21/2018,Argentina,Croatia,Group Stage
Domagoj Vida,7,7545,['Left Center Back'],0,0,0,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7545,6/21/2018,Argentina,Croatia,Group Stage
Ivan Perišić,6.8,7545,['Left Midfield'],1,1,0,27,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7545,6/21/2018,Argentina,Croatia,Group Stage
Enzo Nicolás Pérez,6.3,7545,"['Right Center Midfield', 'Center Midfield', 'Right Defensive Midfield']",1,0,0,88,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,7545,6/21/2018,Argentina,Croatia,Group Stage
Marcos Javier Acuña,6.6,7545,"['Left Midfield', 'Left Back']",1,0,0,61,1,0,2,2,0,0,0,1,0,0,2,1,1,0,0,1,0,7545,6/21/2018,Argentina,Croatia,Group Stage
Gabriel Iván Mercado,5.8,7545,"['Right Center Back', 'Right Back']",0,0,0,78,0,0,0,2,0,0,0,3,0,0,0,0,1,1,0,1,0,7545,6/21/2018,Argentina,Croatia,Group Stage
Eduardo Antonio Salvio,6.5,7545,['Right Midfield'],0,0,0,79,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7545,6/21/2018,Argentina,Croatia,Group Stage
Nicolás Hernán Otamendi,6.3,7545,"['Center Back', 'Right Center Back']",1,0,0,83,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,7545,6/21/2018,Argentina,Croatia,Group Stage
Javier Alejandro Mascherano,6.6,7545,"['Left Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield']",0,0,0,89,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7545,6/21/2018,Argentina,Croatia,Group Stage
Maximiliano Eduardo Meza,6.7,7545,"['Left Attacking Midfield', 'Left Midfield', 'Left Defensive Midfield']",3,1,0,72,1,0,3,1,0,0,0,2,0,0,0,0,1,0,0,0,0,7545,6/21/2018,Argentina,Croatia,Group Stage
Lionel Andrés Messi Cuccittini,7.1,7545,"['Right Attacking Midfield', 'Center Attacking Midfield']",1,0,0,79,2,0,4,1,0,0,0,2,0,0,2,0,1,0,0,0,0,7545,6/21/2018,Argentina,Croatia,Group Stage
Sergio Leonel Agüero del Castillo,6.2,7545,['Center Forward'],1,1,0,80,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7545,6/21/2018,Argentina,Croatia,Group Stage
Nicolás Alejandro Tagliafico,7.2,7545,['Left Center Back'],0,0,0,82,1,0,1,1,0,0,0,4,0,0,1,0,0,0,0,1,0,7545,6/21/2018,Argentina,Croatia,Group Stage
Ivan Rakitić,8.7,7545,"['Left Center Midfield', 'Center Attacking Midfield']",4,2,1,68,1,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,7545,6/21/2018,Argentina,Croatia,Group Stage
Ante Rebić,7,7545,['Right Midfield'],2,1,1,33,0,0,3,0,0,0,0,5,0,1,4,1,1,0,0,1,0,7545,6/21/2018,Argentina,Croatia,Group Stage
Šime Vrsaljko,7.8,7545,['Right Back'],0,0,0,77,2,0,0,2,0,0,0,2,0,0,1,0,1,0,0,1,0,7545,6/21/2018,Argentina,Croatia,Group Stage
Tom Rogić,6.9,7547,['Secondary Striker'],3,1,0,70,0,0,2,0,0,0,0,0,0,1,3,2,3,0,0,0,0,7547,6/21/2018,Denmark,Australia,Group Stage
Dejan Lovren,7,7545,['Right Center Back'],0,0,0,90,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7545,6/21/2018,Argentina,Croatia,Group Stage
Paul Pogba,8,7546,['Left Center Midfield'],1,0,0,75,2,0,2,2,0,0,0,2,0,1,1,1,2,1,0,1,0,7546,6/21/2018,France,Peru,Group Stage
Kylian Mbappé Lottin,8.2,7546,['Right Wing'],2,2,1,68,1,0,4,0,0,0,0,0,0,0,1,0,2,2,0,0,0,7546,6/21/2018,France,Peru,Group Stage
Trent Sainsbury,6.8,7547,['Right Center Back'],0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7547,6/21/2018,Denmark,Australia,Group Stage
Josh Risdon,7.3,7547,['Right Back'],0,0,0,77,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7547,6/21/2018,Denmark,Australia,Group Stage
Aziz Eraltay Behich,7.3,7547,['Left Back'],0,0,0,81,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7547,6/21/2018,Denmark,Australia,Group Stage
Mile Jedinak,8,7547,['Left Center Midfield'],1,1,1,88,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,7547,6/21/2018,Denmark,Australia,Group Stage
Thomas Delaney,6.8,7547,['Left Defensive Midfield'],1,0,0,77,1,0,1,2,0,0,0,2,0,1,0,0,1,0,0,0,0,7547,6/21/2018,Denmark,Australia,Group Stage
Nicolai Jørgensen,7.6,7547,['Center Forward'],1,0,0,87,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,7547,6/21/2018,Denmark,Australia,Group Stage
Jens Stryger Larsen,7.3,7547,['Left Back'],1,1,0,76,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,7547,6/21/2018,Denmark,Australia,Group Stage
Mathew Leckie,7,7547,['Right Wing'],5,2,0,77,1,0,2,0,0,0,0,0,0,2,4,0,2,1,0,0,0,7547,6/21/2018,Denmark,Australia,Group Stage
Andrew Nabbout,6.6,7547,['Center Forward'],0,0,0,73,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7547,6/21/2018,Denmark,Australia,Group Stage
Miguel Ángel Trauco Saavedra,7,7546,['Left Back'],0,0,0,68,0,0,0,3,0,0,0,1,0,0,2,1,1,0,0,0,0,7546,6/21/2018,France,Peru,Group Stage
Mark Milligan,7.4,7547,['Left Center Back'],0,0,0,92,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7547,6/21/2018,Denmark,Australia,Group Stage
Pione Sisto Ifolo Emirmija,6.9,7547,['Left Wing'],3,1,0,90,1,0,6,0,0,0,0,0,0,1,1,1,3,0,0,0,0,7547,6/21/2018,Denmark,Australia,Group Stage
Robbie Kruse,6.1,7547,['Left Wing'],1,0,0,69,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,7547,6/21/2018,Denmark,Australia,Group Stage
Samuel Yves Umtiti,7.6,7546,['Left Center Back'],0,0,0,86,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,7546,6/21/2018,France,Peru,Group Stage
Andreas Christensen,7,7547,['Left Center Back'],0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7547,6/21/2018,Denmark,Australia,Group Stage
Yussuf Yurary Poulsen,5.7,7547,['Right Wing'],0,0,0,85,0,0,1,1,0,0,0,1,1,0,2,0,1,1,0,1,0,7547,6/21/2018,Denmark,Australia,Group Stage
Benjamin Pavard,7.5,7546,['Right Back'],0,0,0,86,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,7546,6/21/2018,France,Peru,Group Stage
Christian Alberto Cueva Bravo,6.3,7546,"['Center Attacking Midfield', 'Left Wing']",1,0,0,84,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,7546,6/21/2018,France,Peru,Group Stage
