player,fotmobRating,matchNum,positions,shots,shotsOnTarget,goals,passCompletion,keyPasses,assists,successfulDribbles,tackles,interceptions,penaltiesWon,ownGoal,foulCommitted,penaltyConceded,poorShots,dispossessed,dispossessedOwnHalf,miscontrol,miscontrolOwnHalf,errors,yellowCard,redCard,match_id,match_date,home_team,away_team,competition_stage
Marcus Rashford,6.3,7570,"['Left Center Forward', 'Right Midfield']",4,1,0,72,1,0,5,0,0,0,0,3,0,2,1,0,1,1,0,0,0,7570,6/28/2018,England,Belgium,Group Stage
Ferjani Sassi,6.9,7569,['Left Center Midfield'],1,0,0,87,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,7569,6/28/2018,Panama,Tunisia,Group Stage
Kamil Grosicki,6.8,7572,['Right Wing'],2,1,0,50,3,0,0,0,0,0,0,0,0,1,3,2,2,1,0,0,0,7572,6/28/2018,Japan,Poland,Group Stage
Yuto Nagatomo,7.1,7572,['Left Back'],0,0,0,82,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7572,6/28/2018,Japan,Poland,Group Stage
Robert Lewandowski,6.9,7572,['Center Forward'],2,0,0,95,1,0,1,0,0,0,0,0,0,1,0,0,6,1,0,0,0,7572,6/28/2018,Japan,Poland,Group Stage
Artur Jędrzejczyk,7.4,7572,['Left Back'],1,0,0,77,1,0,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,7572,6/28/2018,Japan,Poland,Group Stage
Rafał Kurzawa,7.9,7572,['Left Wing'],2,0,0,62,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,7572,6/28/2018,Japan,Poland,Group Stage
Shinji Okazaki,5.9,7572,['Left Center Forward'],1,0,0,69,0,0,1,0,0,0,0,1,0,1,3,2,2,1,0,0,0,7572,6/28/2018,Japan,Poland,Group Stage
Gaku Shibasaki,7.1,7572,['Right Center Midfield'],0,0,0,83,4,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,7572,6/28/2018,Japan,Poland,Group Stage
Jacek Góralski,7.1,7572,['Left Defensive Midfield'],1,0,0,90,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,7572,6/28/2018,Japan,Poland,Group Stage
Tomoaki Makino,7.1,7572,['Left Center Back'],2,0,0,89,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,7572,6/28/2018,Japan,Poland,Group Stage
Hotaru Yamaguchi,6.2,7572,['Left Center Midfield'],0,0,0,95,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,0,7572,6/28/2018,Japan,Poland,Group Stage
Maya Yoshida,6.8,7572,['Right Center Back'],1,0,0,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7572,6/28/2018,Japan,Poland,Group Stage
Yoshinori Muto,6.3,7572,['Right Center Forward'],2,1,0,88,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,7572,6/28/2018,Japan,Poland,Group Stage
Gotoku Sakai,5.3,7572,['Right Midfield'],1,1,0,82,1,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,7572,6/28/2018,Japan,Poland,Group Stage
Hiroki Sakai,7.5,7572,['Right Back'],0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7572,6/28/2018,Japan,Poland,Group Stage
Rodrigo Bentancur Colmán,7.7,7579,['Center Attacking Midfield'],0,0,0,69,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7579,6/30/2018,Uruguay,Portugal,Round of 16
