,index,player,matchNum,positions,shots,shotsOnTarget,goals,passCompletion,keyPasses,assists,successfulDribbles,tackles,interceptions,penaltiesWon,ownGoal,foulCommitted,penaltyConceded,poorShots,dispossessed,dispossessedOwnHalf,miscontrol,miscontrolOwnHalf,errors,yellowCard,redCard,blocks,clearances,headedClearance,recoveries,dribbledPast,match_id,match_date,home_team,away_team,competition_stage
991,656,Federico Julián Fazio,7580,"['Left Center Back', 'Right Center Back']",0,0,0,78.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,7580,2018-06-30,France,Argentina,Round of 16
992,655,Lucas Hernández Pi,7580,['Left Back'],0,0,0,78.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,2,7580,2018-06-30,France,Argentina,Round of 16
993,654,Lionel Andrés Messi Cuccittini,7580,"['Center Forward', 'Secondary Striker']",4,1,0,79.0,1,1,3,0,0,0,0,0,0,0,4,0,3,1,0,0,0,3,0,0,7,0,7580,2018-06-30,France,Argentina,Round of 16
994,653,Ángel Fabián Di María Hernández,7580,"['Right Wing', 'Left Wing']",3,1,1,54.0,0,0,3,1,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,3,2,7580,2018-06-30,France,Argentina,Round of 16
995,652,Olivier Giroud,7580,['Center Forward'],1,0,0,64.0,0,1,0,1,0,0,0,4,0,1,1,0,4,2,0,0,0,0,2,0,0,1,7580,2018-06-30,France,Argentina,Round of 16
996,651,Blaise Matuidi,7580,['Left Wing'],1,0,0,86.0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,1,1,0,3,0,7580,2018-06-30,France,Argentina,Round of 16
997,650,Éver Maximiliano David Banega,7580,['Left Center Midfield'],1,0,0,86.0,1,1,1,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5,2,7580,2018-06-30,France,Argentina,Round of 16
998,649,Enzo Nicolás Pérez,7580,['Right Center Midfield'],0,0,0,95.0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,4,1,7580,2018-06-30,France,Argentina,Round of 16
999,648,Javier Alejandro Mascherano,7580,"['Center Defensive Midfield', 'Right Center Midfield']",0,0,0,85.0,1,0,1,3,0,0,0,4,0,0,0,0,1,0,0,1,0,2,1,0,2,0,7580,2018-06-30,France,Argentina,Round of 16
1000,647,N'Golo Kanté,7580,['Left Defensive Midfield'],0,0,0,91.0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,4,3,7580,2018-06-30,France,Argentina,Round of 16
1001,1069,Ricardo Domingos Barbosa Pereira,7579,['Right Back'],0,0,0,84.0,1,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7579,2018-06-30,Uruguay,Portugal,Round of 16
1002,646,Cristian David Pavón,7580,"['Left Wing', 'Right Wing']",0,0,0,66.0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,2,0,0,1,0,7580,2018-06-30,France,Argentina,Round of 16
1003,644,Nicolás Hernán Otamendi,7580,"['Right Center Back', 'Left Center Back']",1,0,0,89.0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,3,2,7580,2018-06-30,France,Argentina,Round of 16
1004,643,Nicolás Alejandro Tagliafico,7580,['Left Back'],0,0,0,83.0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,2,7580,2018-06-30,France,Argentina,Round of 16
1005,642,Faustino Marcos Alberto Rojo,7580,['Left Center Back'],0,0,0,100.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,3,2,7580,2018-06-30,France,Argentina,Round of 16
1006,641,Samuel Yves Umtiti,7580,['Left Center Back'],0,0,0,89.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,5,1,7580,2018-06-30,France,Argentina,Round of 16
1007,640,Benjamin Pavard,7580,['Right Back'],1,1,1,93.0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,4,4,0,2,1,7580,2018-06-30,France,Argentina,Round of 16
1008,639,Kylian Mbappé Lottin,7580,['Right Wing'],2,2,2,62.0,0,0,5,1,0,1,0,0,0,0,1,0,3,2,0,0,0,0,0,0,5,0,7580,2018-06-30,France,Argentina,Round of 16
1009,638,Paul Pogba,7580,['Right Defensive Midfield'],1,0,0,77.0,1,0,3,1,0,0,0,4,0,1,6,3,1,0,0,0,0,1,2,0,8,1,7580,2018-06-30,France,Argentina,Round of 16
1010,637,Raphaël Varane,7580,['Right Center Back'],0,0,0,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,2,7580,2018-06-30,France,Argentina,Round of 16
1011,636,Antoine Griezmann,7580,['Right Wing Back'],3,1,1,68.0,0,0,1,1,0,0,0,2,0,1,2,1,2,1,0,0,0,2,1,0,3,0,7580,2018-06-30,France,Argentina,Round of 16
1012,1066,Cristiano Ronaldo dos Santos Aveiro,7579,"['Left Center Forward', 'Left Wing']",6,1,0,75.0,1,0,4,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,1,0,7579,2018-06-30,Uruguay,Portugal,Round of 16
1013,1067,William Silva de Carvalho,7579,['Left Center Midfield'],1,0,0,91.0,2,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,6,3,7579,2018-06-30,Uruguay,Portugal,Round of 16
1014,1062,José María Giménez de Vargas,7579,['Left Center Back'],0,0,0,93.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,7579,2018-06-30,Uruguay,Portugal,Round of 16
1015,645,Gabriel Iván Mercado,7580,['Right Back'],1,1,1,93.0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,3,0,7580,2018-06-30,France,Argentina,Round of 16
1016,658,Mathias Jørgensen Jatta,7581,['Left Center Back'],1,1,1,85.0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,4,0,6,0,7581,2018-07-01,Croatia,Denmark,Round of 16
1017,948,Denis Cheryshev,7582,"['Left Center Midfield', 'Left Midfield']",2,1,1,60.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,2,7582,2018-07-01,Spain,Russia,Round of 16
1018,678,Nicolai Jørgensen,7581,['Center Forward'],3,2,0,69.0,2,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,2,0,0,1,2,7581,2018-07-01,Croatia,Denmark,Round of 16
1019,677,Lasse Schöne,7581,['Right Center Midfield'],4,1,0,84.0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2,0,0,8,1,7581,2018-07-01,Croatia,Denmark,Round of 16
1020,676,Mario Mandžukić,7581,['Center Forward'],1,1,1,70.0,0,0,0,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,4,0,3,0,7581,2018-07-01,Croatia,Denmark,Round of 16
1021,675,Yussuf Yurary Poulsen,7581,['Right Wing'],0,0,0,67.0,1,0,6,0,0,0,0,4,0,0,2,0,7,1,0,0,0,3,1,0,7,3,7581,2018-07-01,Croatia,Denmark,Round of 16
1022,674,Luka Modrić,7581,"['Right Center Midfield', 'Left Defensive Midfield']",4,3,1,76.0,5,0,5,0,0,0,0,1,0,1,0,0,2,2,0,0,0,1,0,0,5,1,7581,2018-07-01,Croatia,Denmark,Round of 16
1023,673,Andreas Evald Cornelius,7581,['Center Forward'],0,0,0,64.0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,1,1,7581,2018-07-01,Croatia,Denmark,Round of 16
1024,672,Ante Rebić,7581,"['Right Midfield', 'Right Center Forward']",3,1,0,56.00000000000001,0,0,6,2,0,1,0,1,0,0,1,0,1,0,0,0,0,4,2,0,8,2,7581,2018-07-01,Croatia,Denmark,Round of 16
1025,671,Dejan Lovren,7581,['Right Center Back'],1,0,0,86.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,7581,2018-07-01,Croatia,Denmark,Round of 16
1026,670,Šime Vrsaljko,7581,['Right Back'],0,0,0,74.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,7581,2018-07-01,Croatia,Denmark,Round of 16
1027,669,Ivan Perišić,7581,['Left Midfield'],7,0,0,71.0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,1,0,2,0,7581,2018-07-01,Croatia,Denmark,Round of 16
1028,668,Ivan Rakitić,7581,"['Left Center Midfield', 'Right Defensive Midfield']",4,3,1,85.0,2,0,1,0,0,0,0,2,0,1,1,0,2,0,0,0,0,4,1,0,5,2,7581,2018-07-01,Croatia,Denmark,Round of 16
1029,667,Ivan Strinić,7581,['Left Back'],0,0,0,69.0,1,0,3,0,0,0,0,1,0,0,0,0,2,1,0,0,0,3,1,0,6,4,7581,2018-07-01,Croatia,Denmark,Round of 16
1030,666,Simon Thorup Kjær,7581,['Right Center Back'],1,1,1,90.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,1,2,7581,2018-07-01,Croatia,Denmark,Round of 16
1031,665,Jonas Knudsen,7581,['Left Back'],0,0,0,57.99999999999999,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,4,2,7581,2018-07-01,Croatia,Denmark,Round of 16
1032,664,Martin Braithwaite Christensen,7581,['Left Wing'],3,1,0,70.0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,3,1,0,3,0,7581,2018-07-01,Croatia,Denmark,Round of 16
1033,663,Henrik Dalsgaard,7581,['Right Back'],0,0,0,70.0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,4,0,2,2,7581,2018-07-01,Croatia,Denmark,Round of 16
1034,662,Marcelo Brozović,7581,['Center Defensive Midfield'],0,0,0,84.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,7581,2018-07-01,Croatia,Denmark,Round of 16
1035,661,Andreas Christensen,7581,['Right Center Midfield'],0,0,0,83.0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,1,0,0,3,0,7581,2018-07-01,Croatia,Denmark,Round of 16
1036,660,Thomas Delaney,7581,['Left Center Midfield'],1,0,0,86.0,0,1,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,1,0,3,1,7581,2018-07-01,Croatia,Denmark,Round of 16
1037,659,Domagoj Vida,7581,['Left Center Back'],0,0,0,83.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,9,0,7,1,7581,2018-07-01,Croatia,Denmark,Round of 16
1038,657,Christian Dannemann Eriksen,7581,['Secondary Striker'],4,1,0,72.0,1,0,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,0,0,2,2,7581,2018-07-01,Croatia,Denmark,Round of 16
1039,679,Mateo Kovačić,7581,"['Center Defensive Midfield', 'Right Midfield']",1,0,0,88.0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,2,3,7581,2018-07-01,Croatia,Denmark,Round of 16
1040,680,Josip Pivarić,7581,['Left Back'],2,1,0,79.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,7581,2018-07-01,Croatia,Denmark,Round of 16
1041,949,Iago Aspas Juncal,7582,['Center Forward'],3,2,0,65.0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,4,0,7582,2018-07-01,Spain,Russia,Round of 16
1042,928,Mário Figueira Fernandes,7582,"['Right Midfield', 'Right Back']",0,0,0,70.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,4,0,7582,2018-07-01,Spain,Russia,Round of 16
1043,925,Sergio Ramos García,7582,['Left Center Back'],2,1,1,93.0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2,0,6,2,7582,2018-07-01,Spain,Russia,Round of 16
1044,926,Ilya Kutepov,7582,['Right Center Back'],0,0,0,76.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,7,0,2,0,7582,2018-07-01,Spain,Russia,Round of 16
1045,927,Aleksandr Samedov,7582,"['Right Center Forward', 'Left Center Midfield']",0,0,0,68.0,1,0,0,1,0,0,0,2,0,0,1,0,2,1,0,0,0,0,0,0,5,0,7582,2018-07-01,Spain,Russia,Round of 16
1046,929,Gerard Piqué Bernabéu,7582,['Right Center Back'],4,2,1,92.0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,2,0,0,6,0,7582,2018-07-01,Spain,Russia,Round of 16
1047,930,Jordi Alba Ramos,7582,['Left Back'],2,1,0,93.0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,4,3,7582,2018-07-01,Spain,Russia,Round of 16
1048,931,Sergio Busquets i Burgos,7582,['Left Defensive Midfield'],2,0,0,90.0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,2,0,0,9,2,7582,2018-07-01,Spain,Russia,Round of 16
1049,932,Francisco Román Alarcón Suárez,7582,['Left Midfield'],1,0,0,85.0,2,0,15,0,0,0,0,0,0,0,3,2,3,0,0,0,0,4,0,0,5,0,7582,2018-07-01,Spain,Russia,Round of 16
1050,934,Marco Asensio Willemsen,7582,['Right Midfield'],2,1,0,86.0,2,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,2,0,7582,2018-07-01,Spain,Russia,Round of 16
1051,935,Artem Dzyuba,7582,"['Center Forward', 'Secondary Striker']",2,1,1,45.0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,3,1,0,1,2,7582,2018-07-01,Spain,Russia,Round of 16
1052,936,David Josué Jiménez Silva,7582,['Center Attacking Midfield'],1,0,0,81.0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,0,0,2,1,7582,2018-07-01,Spain,Russia,Round of 16
1053,933,José Ignacio Fernández Iglesias,7582,['Right Back'],0,0,0,94.0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7582,2018-07-01,Spain,Russia,Round of 16
1054,938,Aleksandr Golovin,7582,"['Left Center Forward', 'Right Center Midfield']",2,1,1,79.0,0,0,3,1,0,0,0,5,0,1,2,1,2,0,0,0,0,2,0,0,2,2,7582,2018-07-01,Spain,Russia,Round of 16
1055,947,Daniel Carvajal Ramos,7582,['Right Back'],1,0,0,84.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,7582,2018-07-01,Spain,Russia,Round of 16
1056,946,Andrés Iniesta Luján,7582,['Center Attacking Midfield'],3,2,1,84.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7582,2018-07-01,Spain,Russia,Round of 16
1057,937,Daler Kuzyaev,7582,"['Right Center Midfield', 'Center Defensive Midfield']",0,0,0,86.0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,5,7582,2018-07-01,Spain,Russia,Round of 16
1058,944,Vladimir Granat,7582,['Left Back'],0,0,0,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,7582,2018-07-01,Spain,Russia,Round of 16
1059,943,Roman Zobnin,7582,"['Left Center Midfield', 'Right Midfield', 'Center Defensive Midfield']",1,0,0,65.0,2,0,3,0,0,0,0,5,0,1,2,1,3,2,0,1,0,6,2,0,5,7,7582,2018-07-01,Spain,Russia,Round of 16
1060,945,Fyodor Smolov,7582,['Secondary Striker'],2,1,1,69.0,0,0,1,0,0,0,0,1,0,0,2,1,6,2,0,0,0,2,0,0,1,0,7582,2018-07-01,Spain,Russia,Round of 16
1061,941,Sergei Ignashevich,7582,"['Center Back', 'Left Center Back']",1,1,1,67.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,2,11,0,1,0,7582,2018-07-01,Spain,Russia,Round of 16
1062,940,Fedor Kudryashov,7582,"['Left Center Back', 'Left Midfield', 'Left Center Midfield']",0,0,0,78.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,7582,2018-07-01,Spain,Russia,Round of 16
1063,939,Yuri Zhirkov,7582,['Left Midfield'],1,0,0,75.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,7582,2018-07-01,Spain,Russia,Round of 16
1064,942,Diego da Silva Costa,7582,['Center Forward'],3,2,0,56.99999999999999,1,0,0,2,0,0,0,1,0,1,3,1,3,0,0,0,0,2,1,0,2,0,7582,2018-07-01,Spain,Russia,Round of 16
1065,924,Jorge Resurrección Merodio,7582,['Right Defensive Midfield'],2,1,0,94.0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,2,1,7582,2018-07-01,Spain,Russia,Round of 16
1066,838,José Andrés Guardado Hernández,7583,"['Left Midfield', 'Right Center Midfield']",2,0,0,82.0,0,0,2,1,0,0,0,2,0,0,3,1,2,1,0,1,0,0,0,0,11,3,7583,2018-07-02,Brazil,Mexico,Round of 16
1067,831,Carlos Henrique Casimiro,7583,['Right Center Midfield'],0,0,0,88.0,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,5,2,7583,2018-07-02,Brazil,Mexico,Round of 16
1068,837,Carlos Alberto Vela Garrido,7583,"['Left Wing', 'Right Wing']",2,1,0,84.0,4,0,5,4,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,5,0,7583,2018-07-02,Brazil,Mexico,Round of 16
1069,836,Héctor Miguel Herrera López,7583,"['Right Midfield', 'Left Center Midfield']",1,0,0,82.0,0,0,4,1,0,0,0,6,0,0,3,0,1,0,0,1,0,2,0,0,7,3,7583,2018-07-02,Brazil,Mexico,Round of 16
1070,835,Thiago Emiliano da Silva,7583,['Right Center Back'],0,0,0,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,8,0,4,0,7583,2018-07-02,Brazil,Mexico,Round of 16
1071,834,Fágner Conserva Lemos,7583,"['Right Back', 'Right Wing']",0,0,0,81.0,1,0,0,4,0,0,0,2,0,0,1,1,1,0,0,0,0,4,1,0,0,5,7583,2018-07-02,Brazil,Mexico,Round of 16
1072,833,Willian Borges da Silva,7583,['Right Wing'],2,2,0,70.0,2,1,7,2,0,0,0,0,0,0,3,1,1,0,0,0,0,2,0,0,2,0,7583,2018-07-02,Brazil,Mexico,Round of 16
1073,832,Neymar da Silva Santos Junior,7583,"['Right Center Forward', 'Center Forward']",7,4,1,68.0,4,0,4,1,0,0,0,0,0,3,3,2,5,1,0,0,0,1,0,0,5,0,7583,2018-07-02,Brazil,Mexico,Round of 16
1074,21,Romelu Lukaku Menama,7584,['Center Forward'],7,1,0,79.0,1,0,2,0,0,0,0,2,0,3,0,0,2,0,0,0,0,0,1,0,0,1,7584,2018-07-02,Belgium,Japan,Round of 16
1075,828,João Miranda de Souza Filho,7583,['Left Center Back'],0,0,0,89.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,2,7583,2018-07-02,Brazil,Mexico,Round of 16
1076,827,Jesús Daniel Gallardo Vasconcelos,7583,['Left Back'],1,0,0,94.0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,4,1,0,4,2,7583,2018-07-02,Brazil,Mexico,Round of 16
1077,826,Hugo Ayala Castro,7583,['Right Center Back'],1,0,0,80.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0,2,3,7583,2018-07-02,Brazil,Mexico,Round of 16
1078,825,Carlos Joel Salcedo Hernández,7583,['Left Center Back'],1,0,0,91.0,1,0,0,0,0,0,0,2,0,1,1,1,1,1,0,0,0,3,3,0,4,1,7583,2018-07-02,Brazil,Mexico,Round of 16
1079,824,Rafael Márquez Álvarez,7583,['Center Midfield'],0,0,0,75.0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,7583,2018-07-02,Brazil,Mexico,Round of 16
1080,823,Javier Hernández Balcázar,7583,['Center Forward'],0,0,0,75.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,7583,2018-07-02,Brazil,Mexico,Round of 16
1081,839,José Paulo Bezzera Maciel Júnior,7583,['Left Center Midfield'],1,1,0,81.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,7583,2018-07-02,Brazil,Mexico,Round of 16
1082,829,Filipe Luís Kasmirski,7583,['Left Back'],0,0,0,85.0,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,3,4,7583,2018-07-02,Brazil,Mexico,Round of 16
1083,840,Edson Omar Álvarez Velázquez,7583,"['Right Back', 'Center Defensive Midfield']",0,0,0,84.0,0,0,1,1,0,0,0,2,0,0,3,0,0,0,0,1,0,1,2,0,2,1,7583,2018-07-02,Brazil,Mexico,Round of 16
1084,830,Philippe Coutinho Correia,7583,"['Left Wing', 'Center Attacking Midfield']",5,1,0,87.0,1,0,3,0,0,0,0,2,0,2,3,1,2,0,0,0,0,0,0,0,3,6,7583,2018-07-02,Brazil,Mexico,Round of 16
1085,842,Gabriel Fernando de Jesus,7583,"['Left Center Forward', 'Left Wing']",3,1,0,71.0,0,0,4,2,0,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,2,2,7583,2018-07-02,Brazil,Mexico,Round of 16
1086,38,Genki Haraguchi,7584,['Right Wing'],2,1,1,88.0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,2,2,0,5,3,7584,2018-07-02,Belgium,Japan,Round of 16
1087,37,Eden Hazard,7584,['Left Attacking Midfield'],4,1,0,79.0,4,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,3,1,7584,2018-07-02,Belgium,Japan,Round of 16
1088,36,Thomas Meunier,7584,['Right Wing Back'],2,0,0,85.0,4,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5,2,7584,2018-07-02,Belgium,Japan,Round of 16
1089,35,Shinji Kagawa,7584,['Center Attacking Midfield'],1,0,0,88.0,2,1,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,7,1,7584,2018-07-02,Belgium,Japan,Round of 16
1090,34,Kevin De Bruyne,7584,['Right Center Midfield'],2,0,0,83.0,5,0,3,2,0,0,0,2,0,0,2,1,1,1,0,0,0,4,1,0,3,1,7584,2018-07-02,Belgium,Japan,Round of 16
1091,33,Maya Yoshida,7584,['Right Center Back'],0,0,0,78.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,10,0,3,0,7584,2018-07-02,Belgium,Japan,Round of 16
1092,32,Yannick Ferreira Carrasco,7584,['Left Wing Back'],1,0,0,74.0,0,0,4,0,0,0,0,2,0,1,1,0,1,0,0,0,0,1,0,0,3,1,7584,2018-07-02,Belgium,Japan,Round of 16
1093,841,Hirving Rodrigo Lozano Bahena,7583,"['Right Wing', 'Left Wing']",4,0,0,67.0,1,0,6,1,0,0,0,2,0,1,4,1,1,1,0,0,0,6,0,0,4,0,7583,2018-07-02,Brazil,Mexico,Round of 16
1094,30,Yuto Nagatomo,7584,['Left Back'],2,0,0,84.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,3,0,7584,2018-07-02,Belgium,Japan,Round of 16
1095,29,Makoto Hasebe,7584,['Right Defensive Midfield'],0,0,0,88.0,0,0,1,1,0,0,0,2,0,0,1,0,1,1,0,0,0,3,3,0,2,4,7584,2018-07-02,Belgium,Japan,Round of 16
1096,28,Yūya Ōsako,7584,['Center Forward'],0,0,0,71.0,0,0,1,1,0,0,0,2,0,0,2,0,2,1,0,0,0,1,0,0,3,1,7584,2018-07-02,Belgium,Japan,Round of 16
1097,27,Gaku Shibasaki,7584,['Left Defensive Midfield'],1,0,0,80.0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,1,2,0,3,3,7584,2018-07-02,Belgium,Japan,Round of 16
1098,26,Hiroki Sakai,7584,['Right Back'],0,0,0,72.0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,1,7584,2018-07-02,Belgium,Japan,Round of 16
1099,25,Toby Alderweireld,7584,['Right Center Back'],0,0,0,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,7584,2018-07-02,Belgium,Japan,Round of 16
1100,24,Vincent Kompany,7584,['Center Back'],5,0,0,92.0,0,0,0,1,0,0,0,4,0,5,0,0,0,0,0,0,0,1,5,0,3,1,7584,2018-07-02,Belgium,Japan,Round of 16
1101,23,Jan Vertonghen,7584,['Left Center Back'],2,2,1,79.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0,7584,2018-07-02,Belgium,Japan,Round of 16
1102,22,Axel Witsel,7584,['Left Center Midfield'],2,0,0,94.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,3,2,7584,2018-07-02,Belgium,Japan,Round of 16
1103,39,Dries Mertens,7584,['Right Attacking Midfield'],0,0,0,77.0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,7584,2018-07-02,Belgium,Japan,Round of 16
1104,40,Takashi Inui,7584,['Left Wing'],3,2,1,73.0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,1,0,2,2,7584,2018-07-02,Belgium,Japan,Round of 16
1105,31,Gen Shōji,7584,['Left Center Back'],1,0,0,85.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,0,6,2,7584,2018-07-02,Belgium,Japan,Round of 16
1106,843,Miguel Arturo Layún Prado,7583,['Right Back'],1,0,0,70.0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,6,4,7583,2018-07-02,Brazil,Mexico,Round of 16
1107,373,Emil Peter Forsberg,7586,['Left Midfield'],3,1,1,79.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,7586,2018-07-03,Sweden,Switzerland,Round of 16
1108,374,Andreas Granqvist,7586,['Left Center Back'],0,0,0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,1,0,7586,2018-07-03,Sweden,Switzerland,Round of 16
1109,375,Blerim Džemaili,7586,['Center Attacking Midfield'],1,0,0,94.0,1,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,2,0,0,1,1,7586,2018-07-03,Sweden,Switzerland,Round of 16
1110,376,Josip Drmic,7586,"['Center Forward', 'Right Center Forward']",1,0,0,73.0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,2,0,7586,2018-07-03,Sweden,Switzerland,Round of 16
1111,377,Granit Xhaka,7586,['Left Center Midfield'],2,0,0,87.0,1,0,0,0,0,0,0,3,0,1,1,1,2,1,0,1,0,1,1,0,12,2,7586,2018-07-03,Sweden,Switzerland,Round of 16
1112,378,Manuel Obafemi Akanji,7586,['Left Center Back'],0,0,0,87.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,3,0,7586,2018-07-03,Sweden,Switzerland,Round of 16
1113,379,Ola Toivonen,7586,['Left Center Forward'],2,1,0,62.0,1,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,3,2,0,2,0,7586,2018-07-03,Sweden,Switzerland,Round of 16
1114,380,Marcus Berg,7586,['Right Center Forward'],3,1,0,64.0,0,0,0,1,0,0,0,8,0,1,0,0,4,1,0,0,0,3,0,0,2,1,7586,2018-07-03,Sweden,Switzerland,Round of 16
